Type,MAT,TS,CT,TM,Shape,Size,Zeta Potential,Admin,DE_tumor
Hybrid,Hybrid,Passive,Colon,Xenograft Heterotopic,Others,1.1907720488976834,2.731005369130579,27.823172007949264,2.8759020467459053
ONM,Liposome,Active,Cervix,Xenograft Heterotopic,Rod,1.4798813538670696,-28.93141187686953,7.177749790058728,0.979705959134586
ONM,Polymeric,Passive,Lung,Xenograft Heterotopic,Spherical,2.0772258279481677,7.8863998908599315,5.003057253259418,0.9840149306630783
ONM,Liposome,Passive,Liver,Xenograft Heterotopic,Spherical,1.518959979183601,-2.109011025158452,24.05639567799814,0.9494893593120437
ONM,Polymeric,Active,Lung,Xenograft Heterotopic,Spherical,1.7081426031310707,-2.254362109217932,51.68496710225662,0.6704371736067438
Hybrid,Hybrid,Passive,Breast,Allograft Heterotopic,Others,2.017438670635229,8.82902513112964,2.9666477526478303,0.3993132075194343
ONM,Hydrogel,Active,Liver,Allograft Heterotopic,Spherical,2.049798388051785,-9.613225473694524,5.293372930097937,0.21287353201016446
INM,Hybrid,Active,Pancreas,Xenograft Orthotopic,Spherical,1.239691909802704,-25.857512693363383,57.860103640000005,0.6365654022151139
INM,Gold,Passive,Skin,Allograft Orthotopic,Spherical,0.8591478587627217,-33.574620825739714,0.2569907487914152,1.1431037844832912
INM,Other IM,Passive,Sarcoma,Xenograft Orthotopic,Spherical,2.0052222545879803,24.244259005215245,6.14317644589883,0.057847854678624626
INM,Other IM,Active,Glioma,Xenograft Heterotopic,Others,2.1488294491106106,-24.77188363918629,7.448316703058408,0.7603281885571953
ONM,Liposome,Passive,Cervix,Allograft Heterotopic,Spherical,2.221889770372656,9.737299883039364,0.5193973389971089,2.0355547509187217
INM,Other IM,Passive,Cervix,Xenograft Orthotopic,Spherical,2.1644185634598117,15.81227896280485,3.8555325494048933,0.229283076051617
ONM,Polymeric,Active,Glioma,Xenograft Orthotopic,Spherical,2.081661703521746,3.7820302872371094,2.249625269064336,0.262274542371419
INM,Other OM,Active,Breast,Xenograft Heterotopic,Rod,2.1082070222297626,2.0890001289067612,1.3481202000573802,3.114816819871752
INM,Other IM,Passive,Cervix,Xenograft Heterotopic,Spherical,1.161874525087368,24.68112711588627,5.512170133624887,0.15583590025672953
ONM,Dendrimer,Passive,Ovary,Xenograft Heterotopic,Spherical,0.8878993849233655,-7.854052334754532,1.0978768905813578,0.2512705026072781
ONM,Liposome,Passive,Lung,Xenograft Heterotopic,Spherical,2.225568277843953,-3.7902525095163693,57.860103640000005,1.1174905989993964
INM,Gold,Active,Colon,Allograft Heterotopic,Spherical,1.3913821571207619,-5.729556378483041,38.81466737657448,7.652645629171657
INM,Hybrid,Active,Lung,Xenograft Heterotopic,Spherical,1.9739892106043961,-8.187013034040877,4.933374445790233,0.11755645392598016
INM,Other OM,Active,Brain,Xenograft Heterotopic,Rod,1.1557737046456023,1.4287998357627614,5.707156488508486,0.43971594844348943
INM,Gold,Passive,Brain,Xenograft Heterotopic,Others,1.7267403239030792,7.542067784118777,0.36363995061700416,1.4598425505511923
INM,Other IM,Active,Skin,Xenograft Orthotopic,Spherical,1.8347921649739338,-21.20131433392112,10.611405716647985,5.655747938595347
ONM,Other OM,Passive,Prostate,Xenograft Heterotopic,Spherical,0.8870418391227927,-0.8762418131972541,7.913278880681105,0.2188308657265084
INM,Silica,Active,Liver,Xenograft Orthotopic,Spherical,1.9415012125372357,-24.858211853690978,6.76846767789532,1.0168458028428038
ONM,Polymeric,Passive,Breast,Allograft Orthotopic,Spherical,1.4788515932343795,-11.57411499824483,3.688044325985028,0.20470574039553316
INM,Other IM,Passive,Glioma,Allograft Orthotopic,Spherical,2.3765380025796174,-31.491841563697694,51.414418870090024,0.8066580500926668
INM,Silica,Passive,Skin,Xenograft Heterotopic,Spherical,1.4474427569678052,-4.8252712587535775,5.10856177506245,0.4722823969344702
ONM,Other OM,Passive,Ovary,Xenograft Heterotopic,Rod,1.5217183134334917,-13.017739695826625,1.35e-09,0.27021828334685255
ONM,Liposome,Passive,Breast,Xenograft Heterotopic,Spherical,1.9801392586106659,-23.759491712950126,2.730630597081565,0.32196222823781406
ONM,Other OM,Passive,Colon,Allograft Heterotopic,Rod,2.17592860465049,1.2378839740067296,3.409547449278608,0.3923909434101321
ONM,Liposome,Passive,Breast,Xenograft Heterotopic,Spherical,1.8922666325833726,-0.17910007927061034,42.9535707769157,0.7407002193747321
Hybrid,Other IM,Active,Liver,Allograft Heterotopic,Spherical,1.9127237583621022,-6.997248290835382,47.84301823370604,0.1295232844650724
ONM,Polymeric,Passive,Breast,Allograft Heterotopic,Spherical,2.3515075826508767,-13.47940745487013,19.917966773881993,0.17371378627344497
INM,Gold,Active,Skin,Allograft Heterotopic,Rod,1.8885804933029242,-34.700956815407835,6.353963021824231,7.00569231815712
INM,Gold,Passive,Breast,Xenograft Heterotopic,Spherical,1.4115211664297473,14.264175154848555,38.85258181640949,0.9472216339869146
ONM,Other OM,Passive,Sarcoma,Allograft Heterotopic,Plate,2.267732219745236,-4.322149950722414,18.473807258661424,0.1371186231244022
Hybrid,Hybrid,Active,Breast,Xenograft Heterotopic,Spherical,2.23959892952579,-0.43745000535036027,5.963423554810236,8.474095571811938
ONM,Liposome,Passive,Others,Xenograft Heterotopic,Spherical,1.6608878966953338,-1.0476459831885352,55.103676102924084,0.30491213301266457
INM,Other IM,Active,Sarcoma,Allograft Orthotopic,Spherical,1.1321714777577538,-17.370303351786088,5.509666718667479,7.462318099371933
ONM,Other OM,Passive,Breast,Allograft Heterotopic,Spherical,2.0536203968477253,-4.440509904403704,32.35777768807335,0.5537154213654121
ONM,Other OM,Passive,Colon,Allograft Heterotopic,Spherical,0.7717196897093563,-9.643261247501151,0.03738819628094242,0.12084065080831591
INM,Other IM,Active,Cervix,Xenograft Heterotopic,Rod,1.7052332054471475,0.9907450634999755,57.860103640000005,1.2984991046473193
ONM,Other OM,Passive,Breast,Allograft Heterotopic,Plate,1.401373224797589,-3.0617721016440917,10.746689206416265,0.1548431129177121
ONM,Liposome,Passive,Colon,Allograft Heterotopic,Spherical,1.1847542680656038,2.1174174184666055,2.570420853016937,0.800721114998493
INM,Other IM,Passive,Glioma,Allograft Orthotopic,Spherical,1.4820773201843154,-35.85186303082062,25.464437880831365,0.12041361197576952
ONM,Polymeric,Passive,Breast,Allograft Heterotopic,Spherical,2.1128559308755364,-23.425424618256983,0.6547070230590635,0.24062775853417423
ONM,Other OM,Active,Breast,Allograft Orthotopic,Rod,2.1034565423482587,-35.68636408049654,3.8717941697141693,0.018489395642984293
INM,Gold,Active,Cervix,Xenograft Heterotopic,Others,0.5519031752690138,23.096519817578226,5.976545503437423,1.206393805211028
ONM,Other OM,Active,Brain,Allograft Heterotopic,Rod,2.2102358137519347,-12.32657671634067,10.611854833129735,0.261285385366754
INM,Silica,Passive,Skin,Allograft Orthotopic,Spherical,2.177825538667199,-13.35973510545196,57.860103640000005,2.1309831170525264
ONM,Polymeric,Active,Breast,Xenograft Heterotopic,Rod,2.412634054986007,-2.2579829796895243,8.867233248845974,0.38013096551852027
Hybrid,Hybrid,Passive,Liver,Allograft Heterotopic,Spherical,2.3221423442034146,28.01780874283717,0.46851779610527017,9.968918779500003
ONM,Other OM,Passive,Ovary,Allograft Heterotopic,Rod,2.249827124321466,-10.702074211049727,11.9541859951686,5.935774813619456
INM,Gold,Active,Brain,Xenograft Heterotopic,Others,1.6295243561122834,-14.632138823244215,3.071475516851214,0.8996028785014425
Hybrid,Hybrid,Passive,Liver,Xenograft Heterotopic,Spherical,2.465761998697416,-13.810120972095598,1.079243064335016,8.667675653427235
ONM,Hydrogel,Active,Liver,Allograft Heterotopic,Spherical,2.2144874246922654,-38.45733252705168,3.4068256538463606,0.000174073
INM,Gold,Passive,Pancreas,Xenograft Orthotopic,Others,1.278269646373392,-4.424834210119222,5.096216143091657,1.2103555528246743
INM,Iron Oxide,Active,Pancreas,Xenograft Heterotopic,Others,2.1454621065718316,-4.125769729986681,4.572263876468288,0.48299777994750587
INM,Other IM,Passive,Breast,Xenograft Heterotopic,Others,1.58674067964902,0.22803497427380215,4.482004429819947,0.1602506655048782
INM,Silica,Passive,Breast,Xenograft Orthotopic,Spherical,0.7090287892311926,-16.934565805550115,5.5488697455110225,0.3861842309132445
ONM,Dendrimer,Active,Sarcoma,Allograft Orthotopic,Spherical,2.0565268768855782,-17.932514222867866,3.110979927324345,0.6715683701119819
Hybrid,Hybrid,Active,Liver,Allograft Heterotopic,Spherical,2.4510909130759395,21.734260778830848,2.662014559506821,5.163092126023539
ONM,Other OM,Active,Liver,Allograft Heterotopic,Spherical,2.0525306064023874,-11.04346713668151,3.722439895703178,0.09142689637585794
INM,Gold,Passive,Brain,Xenograft Heterotopic,Others,2.0751550586193974,0.6431958578638586,2.081489927030632,2.6183997763681806
ONM,Dendrimer,Active,Sarcoma,Xenograft Orthotopic,Spherical,0.6568568259988015,15.387036141645128,0.8984083179380533,5.758245910345948
ONM,Polymeric,Passive,Skin,Xenograft Orthotopic,Spherical,2.2853616129959717,-4.33589268742206,16.30878306767093,0.22329574621414763
INM,Gold,Active,Brain,Xenograft Heterotopic,Rod,1.4586621016960573,-12.595455261166018,10.502644623795,0.19001978279638013
Hybrid,Hybrid,Active,Breast,Allograft Heterotopic,Spherical,2.2169910998062843,16.594971595894183,29.594726153821835,1.949590717554659
ONM,Gold,Passive,Breast,Allograft Heterotopic,Rod,1.9115798213351176,-13.403482378793777,4.462401510945888,0.41754481177787517
INM,Gold,Passive,Skin,Allograft Orthotopic,Others,1.051163525745795,-8.093766969715292,4.464718604934179,0.7122539453895391
Hybrid,Hybrid,Passive,Breast,Xenograft Heterotopic,Rod,1.3768846299134638,-5.076508381303805,6.601825240932686,0.40800217188510274
ONM,Other OM,Active,Lung,Allograft Heterotopic,Rod,2.324777796858083,-17.911841801103293,9.824326743318544,0.8678999140817945
ONM,Polymeric,Passive,Ovary,Xenograft Heterotopic,Rod,2.2589209770656495,-3.8496603320900853,17.324039600857322,0.0275747265374817
ONM,Other OM,Passive,Breast,Allograft Heterotopic,Spherical,2.0096550351071243,0.7288781216014213,4.275370854862008,0.7210627236038432
ONM,Other OM,Passive,Pancreas,Xenograft Heterotopic,Plate,1.0618836991314093,-9.842707587477165,5.15902865720913,0.7688469727359446
INM,Gold,Passive,Prostate,Xenograft Heterotopic,Rod,0.7181982949134966,-4.1924835903629125,7.843625606986857,0.24829707170335288
Hybrid,Hybrid,Passive,Breast,Allograft Heterotopic,Rod,2.4155284492810725,33.95222247899736,57.860103640000005,5.664180486003719
ONM,Polymeric,Passive,Breast,Allograft Heterotopic,Rod,2.445322467797019,-38.22836673899577,23.122426317254874,0.18295435352417347
Hybrid,Hybrid,Active,Breast,Xenograft Heterotopic,Rod,2.350658267812539,-19.058981500745045,10.076015831522179,9.968918779500003
INM,Gold,Active,Brain,Xenograft Heterotopic,Others,1.5792234178762994,20.42879969924764,6.029308674478079,1.303806569037416
INM,Iron Oxide,Active,Brain,Xenograft Heterotopic,Others,1.975453143744987,-3.183296333846103,11.454644230705378,1.059869124432054
ONM,Polymeric,Active,Brain,Xenograft Heterotopic,Spherical,1.8638207319807396,-0.9303434759486608,4.5806404444264865,0.6503372379378594
ONM,Liposome,Passive,Colon,Xenograft Heterotopic,Spherical,2.1026521050323628,-22.82133662086199,26.70580198416679,0.16868720462672204
Hybrid,Hybrid,Passive,Liver,Allograft Heterotopic,Spherical,2.039661523435236,41.371683022166415,1.2413454915866802,7.752986483544765
ONM,Polymeric,Passive,Cervix,Xenograft Heterotopic,Spherical,2.08432390738526,-0.563515273980379,4.804746758207367,1.4546475907671637
INM,Gold,Passive,Others,Xenograft Heterotopic,Others,1.1850064580019808,-0.8320399010974953,31.26780939589159,7.03888675638167
INM,Gold,Passive,Brain,Xenograft Heterotopic,Rod,2.048980453200432,25.519766099121384,2.1679386940368803,1.7451217923099436
ONM,Polymeric,Passive,Cervix,Xenograft Heterotopic,Spherical,2.0659681763302227,-6.770236266957995,4.1048079260274095,1.1551323916999006
ONM,Liposome,Passive,Lung,Allograft Heterotopic,Spherical,2.2168281815395487,2.244679811957978,32.20080994243109,7.965046150612325
Hybrid,Hybrid,Passive,Breast,Allograft Heterotopic,Spherical,2.06417367358481,23.617326284784106,1.1482156960577452,0.3862098237535802
ONM,Polymeric,Passive,Breast,Xenograft Heterotopic,Spherical,1.1530497346617388,1.9700378504895282,3.0300183508606677,1.5088318997850068
ONM,Other OM,Active,Breast,Allograft Heterotopic,Spherical,2.071439336876146,-4.621587781479173,7.257666009758452,1.0884370715538805
ONM,Other OM,Passive,Colon,Allograft Heterotopic,Spherical,1.9980766603905376,-42.872087337473744,4.0189257238968,0.21291851967829484
ONM,Polymeric,Passive,Colon,Allograft Heterotopic,Spherical,1.8756652145778079,-7.776661500314233,10.843004676898063,0.04188951778406127
ONM,Polymeric,Passive,Liver,Allograft Heterotopic,Spherical,2.211413517239987,40.99380814150493,48.56905527061858,6.978166848037745
Hybrid,Hybrid,Passive,Breast,Allograft Heterotopic,Rod,1.3843306486166067,0.7829876844003008,4.61405492286069,0.49502584863066684
INM,Gold,Passive,Pancreas,Xenograft Heterotopic,Others,1.9206517111558599,-5.239939174079643,4.935921154904028,0.35030845100816016
ONM,Other OM,Active,Sarcoma,Xenograft Heterotopic,Rod,1.610099074166288,-8.54540184979778,5.013720365095685,0.2627096761548491
ONM,Polymeric,Passive,Colon,Xenograft Orthotopic,Spherical,2.0219900386711673,-4.1256715867127625,45.17071377624853,1.6139385402089461
INM,Other IM,Passive,Cervix,Xenograft Heterotopic,Rod,2.022683103873434,-9.119506845713609,6.220636727073471,0.015271766768670071
ONM,Liposome,Active,Prostate,Xenograft Heterotopic,Spherical,2.2206755151812896,-19.521330927483813,43.50172938922681,7.521979704913537
ONM,Polymeric,Passive,Colon,Xenograft Heterotopic,Spherical,2.2049613563384995,-20.440329955598106,28.161364534691078,0.17440673597150338
ONM,Hydrogel,Active,Glioma,Allograft Heterotopic,Spherical,3.0498284914321796,-17.799989191408816,1.7005294649408587,0.2741134778457026
INM,Gold,Active,Others,Xenograft Heterotopic,Spherical,1.3342531283357415,-0.2935804107281119,53.74744662984203,1.615162914032441
ONM,Liposome,Passive,Liver,Allograft Heterotopic,Rod,2.2864978936742255,-30.305324101689095,5.66845681242793,0.000174073
ONM,Polymeric,Active,Skin,Xenograft Orthotopic,Spherical,1.1194615534220789,-25.9172423244197,9.09604336193286,0.7069434362047322
Hybrid,Hybrid,Active,Breast,Allograft Heterotopic,Spherical,2.066709259354215,0.41661935813665174,2.676870417230005,1.6774985787277061
INM,Other IM,Passive,Liver,Allograft Heterotopic,Spherical,2.0801430317821588,-2.721621107119306,5.508765980809788,0.3924262582611045
ONM,Other OM,Passive,Breast,Xenograft Heterotopic,Spherical,1.6752208909889483,-21.121912446539117,3.6229972968615893,0.058024908136172906
ONM,Polymeric,Active,Breast,Xenograft Orthotopic,Spherical,2.048205020900365,-10.575334772257442,4.412537774588765,1.516972248118683
ONM,Gold,Active,Breast,Xenograft Orthotopic,Rod,1.9564947727698245,-21.122133003829845,3.4673480134826082,1.919269009997313
ONM,Other OM,Passive,Lung,Xenograft Heterotopic,Spherical,1.8832313067357342,13.485488443977609,36.1226753366031,0.5010564568689058
ONM,Hydrogel,Active,Liver,Allograft Heterotopic,Spherical,2.5753136006945874,-39.15133076140493,5.735254986931417,0.02503962054880881
INM,Gold,Active,Brain,Xenograft Orthotopic,Others,1.4747893254612865,25.321908846864005,2.7289865121828987,0.000174073
ONM,Other OM,Active,Brain,Allograft Heterotopic,Rod,2.4074358359104515,-4.339884755080085,57.860103640000005,2.043420159822582
ONM,Polymeric,Active,Breast,Xenograft Heterotopic,Spherical,1.2379436581471708,-29.24740806432982,2.9013295738689333,0.3899623876580329
ONM,Other OM,Passive,Ovary,Xenograft Orthotopic,Spherical,1.9559909383981595,-15.200498580518799,13.068379895333214,0.19968711120552435
INM,Other IM,Active,Breast,Allograft Heterotopic,Spherical,1.990616603754612,-20.98030761739922,1.5184139809389903,0.13577930796162782
ONM,Other OM,Passive,Liver,Allograft Heterotopic,Spherical,2.069471728871155,-24.04773964303282,4.1413734678957,0.03642361517583934
INM,Iron Oxide,Active,Sarcoma,Xenograft Heterotopic,Spherical,1.8635349324537773,-12.67578861050476,5.027590569365468,4.3723286131005565
ONM,Dendrimer,Passive,Ovary,Xenograft Orthotopic,Spherical,1.1850655738591198,-2.931587033461722,1.0262975512005874,0.29748036922564197
INM,Silica,Active,Breast,Xenograft Heterotopic,Spherical,1.0631181842999176,-15.86600370009666,11.73695798384165,0.4417887589308578
